start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
229.4447006802721,229.79299999999998,33,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
229.4098707482993,229.54919047619046,45,42,0,0,1,1,1,1,1,1,1,1,1,1
228.56234240362812,228.8177619047619,33,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.4217387755102,228.5971723356009,92,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.41012879818595,228.58556235827663,83,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.28241904761904,228.49268253968253,64,36,1,1,2,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.28241904761904,228.44495873015873,45,78,1,1,1,1,1,1,1,1,1,1,1,1,1,0
228.21275918367348,228.41012879818595,57,62,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
228.13148934240363,228.3636888888889,73,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.9805596371882,228.1663192743764,69,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.93411972789116,228.0734394557823,85,34,1,1,1,1,1,1,1,1,1,1,1,1
227.93411972789116,228.13148934240363,73,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.05176145124716,228.64361224489795,61,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.34226893424037,226.5989723356009,61,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.34226893424037,226.5757523809524,57,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.34226893424037,226.92405170068028,52,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.28576099773244,225.69211020408164,69,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.28576099773244,225.7385501133787,66,49,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.28576099773244,225.52957052154196,50,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.27415102040817,225.576010430839,62,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.13483129251702,225.27415102040817,62,86,1,1,1,1,1,1,1,1,1,1,1,1
224.8561918367347,225.06517142857143,69,54,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
224.84458185941045,225.0535614512472,74,53,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
224.83297188208618,225.13483129251702,62,58,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
224.75170204081633,225.28576099773244,66,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.69365215419504,224.84458185941045,74,58,1,1,1,1,1,0,0,0,0,1,1,0,0
224.647212244898,224.7981419501134,57,44,1,1,1,0,0,0,1,1,1,1,1,1,1
224.5078925170068,224.69365215419504,74,62,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
224.37889886621315,224.5078925170068,74,49,1,1,1,1,1,1,1,1,1,1,1,1
224.37889886621315,224.5078925170068,66,55,1,1,1,1,1,1,1,1,1,1,1,1
224.13508934240363,224.83297188208618,62,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.1118693877551,224.34406893424037,50,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.91449977324262,224.37889886621315,66,46,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
223.91449977324262,224.13508934240363,62,44,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
223.82161995464853,224.06542947845804,74,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.05536145124717,223.21790113378685,61,60,0,0,0,0,0,0,0,1,1,1,1,1,1,1
222.89282176870748,223.1714612244898,57,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.8812117913832,223.2875609977324,52,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.8812117913832,223.21790113378685,45,59,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.7651120181406,223.05536145124717,61,73,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
222.75350204081633,222.89282176870748,57,56,1,1,1,1,1,1,1,1,1,1,1,1
222.461968707483,222.7651120181406,61,74,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
222.28781904761905,222.75350204081633,57,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.18332925170068,222.461968707483,61,51,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
222.1484993197279,222.29942902494332,73,49,1,0,0,0,1,1,1,1,1,1,1,1,1
222.00917959183676,222.18332925170068,61,58,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
221.86985986394558,222.36908888888888,81,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.77698004535148,222.00917959183676,61,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
221.73054013605443,221.86985986394558,81,56,1,1,1,1,1,1,1,1,1,1,1,1
221.6144403628118,221.77698004535148,61,76,0,0,0,0,0,1,1,1,1,1,1,1,1,1
221.579610430839,221.95112970521544,52,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.56800045351474,221.73054013605443,81,49,-2,-2,-2,0,0,0,0,0,1,1,1,1,1,1
221.56800045351474,221.7653700680272,69,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.56800045351474,221.7421501133787,64,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.41707074829932,221.6144403628118,61,41,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0
221.01072154195012,221.3358009070295,76,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.74369206349206,220.91784172335602,74,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.45215873015871,220.59276235827664,73,57,1,1,1,1,1,1,1,1,1,1,1,1,1
220.15029931972788,220.34766893424035,71,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219.62785034013604,219.8600498866213,62,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219.581410430839,219.7323401360544,90,38,1,1,1,1,1,1,1,1,1,1,1,1,1
219.52336054421767,220.05741950113378,66,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219.05896145124714,219.53497052154194,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.93125170068026,219.10540136054422,92,38,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.919641723356,219.140231292517,64,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.465568707483,218.67583219954648,93,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.465568707483,218.6642222222222,76,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.465568707483,218.8267619047619,61,55,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
218.34946893424038,218.83837188208616,81,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.16370929705215,218.51200861678004,52,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217.88506984126985,218.465568707483,61,67,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217.7109201814059,217.88506984126985,61,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.7109201814059,217.97794965986395,52,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217.69931020408163,218.05921950113378,57,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217.6180403628118,217.79219002267573,45,38,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
217.57160045351475,217.7109201814059,61,72,0,0,0,0,0,0,0,0,0,0,0,0
217.40906077097506,217.57160045351475,61,71,1,1,1,1,1,1,1,1,1,1,0,0,0,0
217.16525124716554,217.40906077097506,61,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
216.97949160997732,217.40906077097506,52,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216.9562716553288,217.16525124716554,61,52,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,1,1
216.84017188208617,216.99110158730159,57,53,1,1,1,1,1,1,1,1,1,1,1,1,1
216.84017188208617,216.97949160997732,52,69,1,1,1,1,1,1,1,1,1,1,1,1
216.67763219954648,216.84017188208617,57,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216.67763219954648,217.02593151927437,45,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216.53702857142858,216.67763219954648,45,34,1,1,1,1,1,1,1,1,1,1,1,1,1
216.25838911564628,216.51380861678007,62,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216.0958494331066,216.25838911564628,62,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215.8752598639456,216.16550929705215,57,46,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215.81720997732427,216.0958494331066,62,47,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215.8056,216.03779954648527,50,49,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
215.79399002267576,216.3744888888889,66,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215.7823800453515,215.9333097505669,69,38,1,1,1,1,1,1,1,1,1,1,1,1,1
215.65467029478458,215.8056,74,58,1,1,1,1,1,1,1,1,1,1,1,1,1
215.65467029478458,215.81720997732427,62,58,1,1,1,1,1,1,1,1,1,0,0,1,0,1
215.6198403628118,215.79399002267576,66,69,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
215.56179047619048,215.72433015873017,93,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215.51535056689343,215.65467029478458,74,63,1,1,1,1,1,1,1,1,1,0,1,1
215.4573006802721,215.65467029478458,62,47,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
